48,8804689;2,286682045
48,83620238;2,404492414
48,86881155;2,323437075
48,86391945;2,366342441
48,86496398;2,365703603
48,8658027;2,365059784
48,86050855;2,367273894
48,85333464;2,368057086
48,85485788;2,362302261
48,85924315;2,346035753
48,8597796;2,344365094
48,86122389;2,33991019
48,86241819;2,336162583
48,85093178;2,361783649
48,85272796;2,347504836
48,85979801;2,328536611
48,85488065;2,353859563
48,85571878;2,351750599
48,86232685;2,319380958
48,85959288;2,322055007
48,85430895;2,331005294
48,85227985;2,339505165
48,85189445;2,341043979
48,86469933;2,355370014
48,85699129;2,349135711
48,86880097;2,356530671
48,85304102;2,358370366
48,84971863;2,406547067
48,87248379;2,391085867
48,87383034;2,38672063
48,87694306;2,406033548
48,87572658;2,400838013
48,87537755;2,390775254
48,87261161;2,326241507
48,88377319;2,327852464
48,88412031;2,329019839
48,88058025;2,374007701
48,87641956;2,378881224
48,87609293;2,380511276
48,90036669;2,378437478
48,88430766;2,399109255
48,87879196;2,407727603
48,88657273;2,2891679
48,87479731;2,275968515
48,85847678;2,261189626
48,85274722;2,253006867
48,84554584;2,254990177
48,83925965;2,254289772
48,86345776;2,266074028
48,87635731;2,278560499
48,88926481;2,295812005
48,85262357;2,346544744
48,85022029;2,345205905
48,86412562;2,332395876
48,86514846;2,333122217
48,8653486;2,352069177
48,87177773;2,340766515
48,87042208;2,348667115
48,86813793;2,361370196
48,86919172;2,354936207
48,86957622;2,326347605
48,87037789;2,330982954
48,87130482;2,335747083
48,87069194;2,33225784
48,87022455;2,333195899
48,86903471;2,339319468
48,86746088;2,346824252
48,866357;2,359937268
48,86273228;2,324306679
48,8623186;2,325820356
48,85458895;2,353730131
48,85336751;2,357031824
48,85229985;2,359664462
48,84638682;2,272541332
48,84435586;2,308521029
48,88810909;2,324563126
48,89816066;2,348463737
48,88359343;2,349522662
48,81977812;2,359356431
48,81918183;2,358559178
48,84456489;2,364434983
48,85093779;2,37736327
48,82656914;2,384186598
48,86346471;2,389948496
48,85745014;2,392073314
48,87734441;2,40755772
48,83578783;2,406163435
48,86463282;2,406404668
48,84563248;2,410545268
48,83762771;2,254061372
48,83676786;2,338327448
48,82690286;2,338434159
48,84584755;2,367605314
48,84557068;2,368033392
48,83894749;2,39382442
